,TF_motif,time,direction,gene,score,peak,distance
3897,NR2F1,0,neg,SYT16,-0.999278983470085,chr14-61897240-61897740,85516.0
3898,NR2F1,0,neg,AC007495.1,-1.08915966029433,chr16-56161452-56161952,29392.0
3899,NR2F1,0,neg,AC007495.1,-1.14964121128035,chr16-56232264-56232764,-41420.0
3900,NR2F1,0,neg,AC007495.1,-1.18948628631393,chr16-56300771-56301271,-109927.0
3901,NR2F1,0,neg,ZFHX3,-0.734494387195319,chr16-72992223-72992723,151974.0
3902,NR2F1,0,neg,CADPS,-1.07124714948636,chr3-62930882-62931382,-55743.0
3903,NR2F1,0,neg,PAM,-2.51188528458589,chr5-102795791-102796291,42060.0
3904,NR2F1,0,neg,IQGAP2,-1.22466139821921,chr5-76431253-76431753,28254.0
3905,NR2F1,0,neg,IQGAP2,-1.19334685692865,chr5-76501847-76502347,98848.0
3906,NR2F1,0,neg,PLXNA4,-1.37037521052693,chr7-132475397-132475897,173041.0
3907,NR2F1,0,neg,PVT1,-1.46918570088128,chr8-127894207-127894707,99924.0
3908,NR2F1,0,neg,KIAA1456,-1.00699532277072,chr8-12951938-12952438,6546.0
3909,NR2F1,0,neg,C8orf34,-1.02583327748494,chr8-68134473-68134973,-195999.0
3910,VSX1,0,neg,RGS7,-1.08074346615018,chr1-241397794-241398294,-40814.0
3911,VSX1,0,neg,AC099792.1,-1.3707267330573,chr1-61042341-61042841,-174593.0
3912,VSX1,0,neg,GRAMD1B,-0.829857391890212,chr11-123233577-123234077,-124601.0
3913,VSX1,0,neg,CUX2,-1.40575880674944,chr12-111221830-111222330,188056.0
3914,VSX1,0,neg,GRIP1,-0.939408382886999,chr12-66629027-66629527,174909.0
3915,VSX1,0,neg,AC007495.1,-1.25891021961577,chr16-56116624-56117124,74220.0
3916,VSX1,0,neg,AC007495.1,-1.08915966029433,chr16-56161452-56161952,29392.0
3917,VSX1,0,neg,ZFHX3,-0.940607684200981,chr16-73172866-73173366,-28669.0
3918,VSX1,0,neg,DSCAM,-1.37002953962676,chr21-40658252-40658752,188637.0
3919,VSX1,0,neg,CADPS,-1.07124714948636,chr3-62930882-62931382,-55743.0
3920,VSX1,0,neg,PLXNA4,-1.37037521052693,chr7-132475397-132475897,173041.0
3921,POU2F2,0,neg,SRM,-0.699250998737657,chr1-11241693-11242193,-181919.0
3922,POU2F2,0,neg,AC099792.1,-1.3707267330573,chr1-61042341-61042841,-174593.0
3923,POU2F2,0,neg,GUCY1A2,-1.35995543822436,chr11-107202658-107203158,-184384.0
3924,POU2F2,0,neg,APOLD1,-1.20833888973388,chr12-12697844-12698344,-27823.0
3925,POU2F2,0,neg,GRIP1,-0.939408382886999,chr12-66629027-66629527,174909.0
3926,POU2F2,0,neg,CRADD,-1.64122695959518,chr12-93638336-93638836,-38789.0
3927,POU2F2,0,neg,CRADD,-1.22693290165679,chr12-93814388-93814888,137263.0
3928,POU2F2,0,neg,MYO1D,-2.16882618221993,chr17-32684426-32684926,192501.0
3929,POU2F2,0,neg,DTNB,-1.05826060242916,chr2-25561804-25562304,111593.0
3930,POU2F2,0,neg,DSCAM,-1.37002953962676,chr21-40658252-40658752,188637.0
3931,POU2F2,0,neg,ITPR1,-0.491846839002239,chr3-4398554-4399054,-94544.0
3932,POU2F2,0,neg,FAM19A1,-0.707487389581799,chr3-68037630-68038130,33664.0
3933,POU2F2,0,neg,PAM,-1.12158119922082,chr5-102937890-102938390,184159.0
3934,POU2F2,0,neg,RAB3C,-1.03013841319948,chr5-58503343-58503843,-78628.0
3935,POU2F2,0,neg,MCTP1,-0.658394025729261,chr5-95163311-95163811,121014.0
3936,POU2F2,0,neg,PLXNA4,-1.37037521052693,chr7-132475397-132475897,173041.0
3937,POU2F2,0,neg,ELMO1,-1.18629625370506,chr7-37561923-37562423,-112924.0
3938,POU2F2,0,neg,ZHX2,-0.944055469802362,chr8-122837821-122838321,56677.0
3939,POU2F2,0,neg,PVT1,-1.46918570088128,chr8-127894207-127894707,99924.0
3940,POU2F2,0,neg,KIAA1456,-3.26197743250083,chr8-12857448-12857948,-87944.0
3941,POU2F2,0,neg,KIAA1456,-1.88475855192364,chr8-12877423-12877923,-67969.0
3942,POU2F2,0,neg,KIAA1456,-0.772152301115319,chr8-12884698-12885198,-60694.0
3943,POU2F2,0,neg,KIAA1456,-1.19795587801185,chr8-12970583-12971083,25191.0
3944,POU2F2,0,neg,C8orf34,-0.624920975151735,chr8-68131208-68131708,-199264.0
3945,POU2F2,0,neg,C8orf34,-1.02583327748494,chr8-68134473-68134973,-195999.0
3946,POU2F2,0,neg,PAG1,-1.48955539269586,chr8-81003763-81004263,108055.0
3947,NFIX,1,neg,COL11A1,-1.6978664890065,chr1-103181213-103181713,-72967.0
3948,NFIX,1,neg,COL11A1,-0.833080739476941,chr1-103284047-103284547,-175801.0
3949,NFIX,1,neg,RGS7,-1.38704713836664,chr1-241234468-241234968,122512.0
3950,NFIX,1,neg,RGS7,-2.51123656959789,chr1-241263360-241263860,93620.0
3951,NFIX,1,neg,RGS7,-1.41121990145738,chr1-241269288-241269788,87692.0
3952,NFIX,1,neg,RGS7,-2.1773883723585,chr1-241300759-241301259,56221.0
3953,NFIX,1,neg,DAB1,-1.0675656503861,chr1-58545847-58546347,637.0
3954,NFIX,1,neg,DAB1,-0.89434097691562,chr1-58708555-58709055,-162071.0
3955,NFIX,1,neg,DPYD,-1.20728329596355,chr1-98104392-98104892,-183593.0
3956,NFIX,1,neg,MIR137HG,-2.55083671955669,chr1-98104392-98104892,-54779.0
3957,NFIX,1,neg,CACNB2,-1.91715221056199,chr10-18006232-18006732,-134195.0
3958,NFIX,1,neg,GUCY1A2,-2.3025459841199,chr11-106967373-106967873,50901.0
3959,NFIX,1,neg,CUX2,-1.08089364864007,chr12-111024109-111024609,-9665.0
3960,NFIX,1,neg,GRIP1,-2.12130048268,chr12-66716680-66717180,87256.0
3961,NFIX,1,neg,GRIP1,-5.32517265396499,chr12-66717224-66717724,86712.0
3962,NFIX,1,neg,GRIP1,-0.9803956957918,chr12-66775714-66776214,28222.0
3963,NFIX,1,neg,GRIP1,-1.90876418135144,chr12-66835163-66835663,-31227.0
3964,NFIX,1,neg,ATP2B1,-5.43361015603019,chr12-89873148-89873648,-164098.0
3965,NFIX,1,neg,ATP2B1,-3.4564475893554,chr12-89873708-89874208,-164658.0
3966,NFIX,1,neg,CRADD,-0.785785134230933,chr12-93821301-93821801,144176.0
3967,NFIX,1,neg,MYO16,-1.4953437375595,chr13-108588453-108588953,-7449.0
3968,NFIX,1,neg,RFC3,-1.64454812144305,chr13-33945440-33945940,127641.0
3969,NFIX,1,neg,DOCK9,-3.3500814241225,chr13-98972298-98972798,114077.0
3970,NFIX,1,neg,DOCK9,-3.60930702612452,chr13-98999504-99000004,86871.0
3971,NFIX,1,neg,TRIM9,-0.848920475363793,chr14-51182243-51182743,-86432.0
3972,NFIX,1,neg,FRMD5,-1.29839084148647,chr15-44243046-44243546,-48044.0
3973,NFIX,1,neg,SLCO3A1,-0.931942389787764,chr15-92028616-92029116,175171.0
3974,NFIX,1,neg,CDH13,-2.17147823236754,chr16-82643900-82644400,17347.0
3975,NFIX,1,neg,SCN2A,-0.659843171688244,chr2-165054185-165054685,-140558.0
3976,NFIX,1,neg,SCN2A,-1.12183750996505,chr2-165114440-165114940,-80303.0
3977,NFIX,1,neg,EPHA4,-1.90131361737885,chr2-221727389-221727889,-153437.0
3978,NFIX,1,neg,DTNB,-1.47444735997247,chr2-25619145-25619645,54252.0
3979,NFIX,1,neg,DTNB,-0.971517401863677,chr2-25702624-25703124,-29227.0
3980,NFIX,1,neg,DSCAM,-1.34495976026722,chr21-40901698-40902198,-54809.0
3981,NFIX,1,neg,MPPED1,-1.97048527565653,chr22-43236358-43236858,-174588.0
3982,NFIX,1,neg,MPPED1,-0.91346691954385,chr22-43290402-43290902,-120544.0
3983,NFIX,1,neg,MPPED1,-0.95283186653534,chr22-43483461-43483961,72515.0
3984,NFIX,1,neg,PHF21B,-2.04038603104835,chr22-44821880-44822380,187869.0
3985,NFIX,1,neg,FGF12,-1.6409930219459,chr3-192737408-192737908,30106.0
3986,NFIX,1,neg,FGF12,-1.39772478453825,chr3-192847873-192848373,-80359.0
3987,NFIX,1,neg,ARPP21,-1.90104403678537,chr3-35601415-35601915,-37280.0
3988,NFIX,1,neg,PRSS12,-1.62964731899397,chr4-118279152-118279652,73601.0
3989,NFIX,1,neg,LIMCH1,-1.09189027704326,chr4-41398726-41399226,39369.0
3990,NFIX,1,neg,EPB41L4A,-0.818056442904566,chr5-112379482-112379982,39584.0
3991,NFIX,1,neg,ITGB8,-1.26343983614882,chr7-20408494-20408994,78042.0
3992,NFIX,1,neg,ELMO1,-0.680881113958721,chr7-37535109-37535609,-86110.0
3993,NFIX,1,neg,MSRA,-1.12281742068828,chr8-10207623-10208123,153605.0
3994,NFIX,1,neg,ZHX2,-1.02253368872697,chr8-122744754-122745254,-36390.0
3995,NFIX,1,neg,CSMD1,-1.61158994334693,chr8-4875280-4875780,119442.0
3996,NFIX,1,neg,C8orf34,-2.4464117033154,chr8-68195749-68196249,-134723.0
3997,NFIX,1,neg,C8orf34,-2.73489074523132,chr8-68198189-68198689,-132283.0
3998,NFIX,1,neg,PAG1,-1.70295022675924,chr8-81008864-81009364,102954.0
3999,NFIX,1,neg,PAG1,-1.687764506924,chr8-81062900-81063400,48918.0
4000,NFIX,1,neg,RUNX1T1,-1.44819969691207,chr8-92279618-92280118,-176582.0
4001,NFIX,1,neg,KIAA1958,-1.04175626843591,chr9-112541565-112542065,54968.0
4002,NFIX,1,neg,FRMD3,-2.24194212473072,chr9-83363909-83364409,174387.0
4003,NEUROD1,1,neg,RGS7,-1.41012171538617,chr1-241447152-241447652,-90172.0
4004,NEUROD1,1,neg,DAB1,-0.762561224426296,chr1-58420701-58421201,125783.0
4005,NEUROD1,1,neg,DAB1,-1.62078648687774,chr1-58571893-58572393,-25409.0
4006,NEUROD1,1,neg,DAB1,-1.37822882883962,chr1-58710269-58710769,-163785.0
4007,NEUROD1,1,neg,MIR137HG,-1.85506889197064,chr1-97930346-97930846,119267.0
4008,NEUROD1,1,neg,MIR137HG,-0.792660046295789,chr1-97976211-97976711,73402.0
4009,NEUROD1,1,neg,CACNB2,-1.91715221056199,chr10-18006232-18006732,-134195.0
4010,NEUROD1,1,neg,GUCY1A2,-2.37434596031037,chr11-107184845-107185345,-166571.0
4011,NEUROD1,1,neg,CUX2,-1.99551310375947,chr12-110962730-110963230,-71044.0
4012,NEUROD1,1,neg,CUX2,-1.75957944221399,chr12-111036401-111036901,2627.0
4013,NEUROD1,1,neg,CUX2,-2.54086998776343,chr12-111084089-111084589,50315.0
4014,NEUROD1,1,neg,CUX2,-2.01713371148286,chr12-111152368-111152868,118594.0
4015,NEUROD1,1,neg,CUX2,-1.4262385708906,chr12-111187631-111188131,153857.0
4016,NEUROD1,1,neg,APOLD1,-1.75330257333602,chr12-12558845-12559345,-166822.0
4017,NEUROD1,1,neg,APOLD1,-1.87096240992571,chr12-12845237-12845737,119570.0
4018,NEUROD1,1,neg,CNTN1,-1.40142596173823,chr12-40515433-40515933,-176759.0
4019,NEUROD1,1,neg,GRIP1,-3.1610832661982,chr12-66607888-66608388,196048.0
4020,NEUROD1,1,neg,GRIP1,-2.77240855544067,chr12-66647904-66648404,156032.0
4021,NEUROD1,1,neg,GRIP1,-1.83242857978342,chr12-66679407-66679907,124529.0
4022,NEUROD1,1,neg,ATP2B1,-1.65429006072112,chr12-89544417-89544917,164633.0
4023,NEUROD1,1,neg,ATP2B1,-3.4564475893554,chr12-89873708-89874208,-164658.0
4024,NEUROD1,1,neg,CRADD,-0.844564902269405,chr12-93677671-93678171,546.0
4025,NEUROD1,1,neg,CRADD,-0.785785134230933,chr12-93821301-93821801,144176.0
4026,NEUROD1,1,neg,CRADD,-1.13267047064265,chr12-93825870-93826370,148745.0
4027,NEUROD1,1,neg,RFC3,-0.766276036302288,chr13-33913544-33914044,95745.0
4028,NEUROD1,1,neg,RFC3,-1.64454812144305,chr13-33945440-33945940,127641.0
4029,NEUROD1,1,neg,SYT16,-0.850355437434477,chr14-61894377-61894877,82653.0
4030,NEUROD1,1,neg,FRMD5,-1.0410429980804,chr15-44250796-44251296,-55794.0
4031,NEUROD1,1,neg,AC007495.1,-1.02392348735763,chr16-56257877-56258377,-67033.0
4032,NEUROD1,1,neg,ZFHX3,-1.01823576708734,chr16-72970604-72971104,173593.0
4033,NEUROD1,1,neg,ZFHX3,-0.789266057063249,chr16-73285239-73285739,-141042.0
4034,NEUROD1,1,neg,CDH13,-1.19520703248297,chr16-82463647-82464147,-162906.0
4035,NEUROD1,1,neg,CDH13,-1.16657124549508,chr16-82769104-82769604,142551.0
4036,NEUROD1,1,neg,MYO1D,-3.2717937421351,chr17-33021889-33022389,-144962.0
4037,NEUROD1,1,neg,GAREM1,-1.40929044866226,chr18-32668900-32669400,-198666.0
4038,NEUROD1,1,neg,CCBE1,-0.674365682200407,chr18-59684765-59685265,12365.0
4039,NEUROD1,1,neg,RTN2,-1.88273877513399,chr19-45324340-45324840,172471.0
4040,NEUROD1,1,neg,RTN2,-1.7655901690064,chr19-45472248-45472748,24563.0
4041,NEUROD1,1,neg,LINC01876,-0.84543729479358,chr2-156351855-156352355,-97155.0
4042,NEUROD1,1,neg,LINC01876,-0.855583252286812,chr2-156436727-156437227,-182027.0
4043,NEUROD1,1,neg,FIGN,-0.692379864008599,chr2-163605767-163606267,129995.0
4044,NEUROD1,1,neg,EPHA4,-2.46582389947397,chr2-221395130-221395630,178822.0
4045,NEUROD1,1,neg,EPHA4,-1.82705427148173,chr2-221586295-221586795,-12343.0
4046,NEUROD1,1,neg,DTNB,-1.22269040406949,chr2-25684825-25685325,-11428.0
4047,NEUROD1,1,neg,DTNB,-0.971517401863677,chr2-25702624-25703124,-29227.0
4048,NEUROD1,1,neg,DSCAM,-0.804037885812322,chr21-40716025-40716525,130864.0
4049,NEUROD1,1,neg,DSCAM,-1.00414132398556,chr21-41011227-41011727,-164338.0
4050,NEUROD1,1,neg,MPPED1,-1.97048527565653,chr22-43236358-43236858,-174588.0
4051,NEUROD1,1,neg,MPPED1,-1.09426241142201,chr22-43272971-43273471,-137975.0
4052,NEUROD1,1,neg,CHL1,-1.37708108636644,chr3-107208-107708,-89138.0
4053,NEUROD1,1,neg,CHL1,-1.05858729643574,chr3-157906-158406,-38440.0
4054,NEUROD1,1,neg,ST6GAL1,-1.00825295343304,chr3-186813214-186813714,-117021.0
4055,NEUROD1,1,neg,ST6GAL1,-1.2950899197421,chr3-186947766-186948266,17531.0
4056,NEUROD1,1,neg,ST6GAL1,-1.32310604416989,chr3-186965123-186965623,34888.0
4057,NEUROD1,1,neg,FGF12,-1.6409930219459,chr3-192737408-192737908,30106.0
4058,NEUROD1,1,neg,FGF12,-1.39772478453825,chr3-192847873-192848373,-80359.0
4059,NEUROD1,1,neg,ARPP21,-0.968443031747977,chr3-35746098-35746598,107403.0
4060,NEUROD1,1,neg,ITPR1,-1.24520917507464,chr3-4409249-4409749,-83849.0
4061,NEUROD1,1,neg,MAGI1,-1.15921103433514,chr3-65867800-65868300,170784.0
4062,NEUROD1,1,neg,PRSS12,-1.82543272445839,chr4-118347021-118347521,5732.0
4063,NEUROD1,1,neg,LIMCH1,-1.18856826675506,chr4-41423117-41423617,63760.0
4064,NEUROD1,1,neg,LIMCH1,-1.05652189326066,chr4-41498102-41498602,138745.0
4065,NEUROD1,1,neg,PAM,-1.83212544855521,chr5-102583731-102584231,-170000.0
4066,NEUROD1,1,neg,PAM,-2.47723020883508,chr5-102668484-102668984,-85247.0
4067,NEUROD1,1,neg,SEMA6A,-1.42010967038771,chr5-116410906-116411406,163778.0
4068,NEUROD1,1,neg,SEMA6A,-0.969790853063028,chr5-116738879-116739379,-164195.0
4069,NEUROD1,1,neg,FBXL7,-1.40952135140246,chr5-15475031-15475531,-24915.0
4070,NEUROD1,1,neg,MCTP1,-1.15656576038144,chr5-95401597-95402097,-117272.0
4071,NEUROD1,1,neg,EPM2A,-2.75294315239725,chr6-145565313-145565813,170460.0
4072,NEUROD1,1,neg,PTK7,-0.892018752185463,chr6-42929177-42929677,-146841.0
4073,NEUROD1,1,neg,PTK7,-0.824165151291331,chr6-43020724-43021224,-55294.0
4074,NEUROD1,1,neg,PTK7,-1.23059294739858,chr6-43220955-43221455,144937.0
4075,NEUROD1,1,neg,FOXP2,-0.927147664081722,chr7-114081830-114082330,-4247.0
4076,NEUROD1,1,neg,PLXNA4,-2.67377650033248,chr7-132488632-132489132,159806.0
4077,NEUROD1,1,neg,PLXNA4,-0.794902707891433,chr7-132609790-132610290,38648.0
4078,NEUROD1,1,neg,ITGB8,-1.08219104490336,chr7-20372892-20373392,42440.0
4079,NEUROD1,1,neg,ITGB8,-0.772609943560996,chr7-20510289-20510789,179837.0
4080,NEUROD1,1,neg,GLI3,-0.750153189678694,chr7-42176306-42176806,61314.0
4081,NEUROD1,1,neg,DYNC1I1,-1.0007074941732,chr7-95824559-95825059,52303.0
4082,NEUROD1,1,neg,DYNC1I1,-1.05953091072439,chr7-95929932-95930432,157676.0
4083,NEUROD1,1,neg,MSRA,-0.737443340280319,chr8-10082220-10082720,28202.0
4084,NEUROD1,1,neg,MSRA,-0.97611389926457,chr8-10172748-10173248,118730.0
4085,NEUROD1,1,neg,MSRA,-1.12281742068828,chr8-10207623-10208123,153605.0
4086,NEUROD1,1,neg,ZHX2,-1.02253368872697,chr8-122744754-122745254,-36390.0
4087,NEUROD1,1,neg,KIAA1456,-3.14988587653667,chr8-12870148-12870648,-75244.0
4088,NEUROD1,1,neg,CSMD1,-1.29525461441905,chr8-5165987-5166487,-171265.0
4089,NEUROD1,1,neg,C8orf34,-2.4464117033154,chr8-68195749-68196249,-134723.0
4090,NEUROD1,1,neg,PAG1,-2.03652978309578,chr8-81240381-81240881,-128563.0
4091,NEUROD1,1,neg,PAG1,-1.05116113812656,chr8-81254535-81255035,-142717.0
4092,NEUROD1,1,neg,RUNX1T1,-1.44819969691207,chr8-92279618-92280118,-176582.0
4093,NEUROD1,1,neg,MSRA,-0.977570438850296,chr8-9944969-9945469,-109049.0
4094,NEUROD1,1,neg,KIAA1958,-1.04175626843591,chr9-112541565-112542065,54968.0
4095,NEUROD1,1,neg,FRMD3,-1.07852392968809,chr9-83563302-83563802,-25006.0
4096,MEOX2,1,neg,COL11A1,-0.833080739476941,chr1-103284047-103284547,-175801.0
4097,MEOX2,1,neg,DAB1,-1.50222778951467,chr1-58709736-58710236,-163252.0
4098,MEOX2,1,neg,MIR137HG,-1.20097889929831,chr1-98176887-98177387,-127274.0
4099,MEOX2,1,neg,GAS2L3,-0.943015020838891,chr12-100656774-100657274,83341.0
4100,MEOX2,1,neg,TMEM132B,-1.12695960441147,chr12-125105754-125106254,-80832.0
4101,MEOX2,1,neg,CRADD,-1.20808588251499,chr12-93765936-93766436,88811.0
4102,MEOX2,1,neg,CDH13,-1.28088092729734,chr16-82470654-82471154,-155899.0
4103,MEOX2,1,neg,CDH13,-1.16657124549508,chr16-82769104-82769604,142551.0
4104,MEOX2,1,neg,MYO1D,-1.58945768937143,chr17-32715236-32715736,161691.0
4105,MEOX2,1,neg,RTN2,-3.11000330250934,chr19-45551374-45551874,-54563.0
4106,MEOX2,1,neg,SCN2A,-2.35119262571693,chr2-165067152-165067652,-127591.0
4107,MEOX2,1,neg,DTNB,-1.22269040406949,chr2-25684825-25685325,-11428.0
4108,MEOX2,1,neg,MPPED1,-1.59051932824664,chr22-43258060-43258560,-152886.0
4109,MEOX2,1,neg,MPPED1,-1.08281928590244,chr22-43581598-43582098,170652.0
4110,MEOX2,1,neg,ARPP21,-0.59135986266618,chr3-35765247-35765747,126552.0
4111,MEOX2,1,neg,FAM19A1,-1.44121940145278,chr3-68114859-68115359,110893.0
4112,MEOX2,1,neg,PAM,-0.950019889333924,chr5-102579465-102579965,-174266.0
4113,MEOX2,1,neg,PAM,-0.776004373633811,chr5-102623586-102624086,-130145.0
4114,MEOX2,1,neg,CHSY3,-0.932114258577916,chr5-129969319-129969819,65097.0
4115,MEOX2,1,neg,TENM2,-1.01874058866858,chr5-167089163-167089663,-195386.0
4116,MEOX2,1,neg,SLC1A3,-0.863847802257228,chr5-36600930-36601430,-5175.0
4117,MEOX2,1,neg,ITGB8,-1.26343983614882,chr7-20408494-20408994,78042.0
4118,MEOX2,1,neg,GLI3,-1.10462070191504,chr7-42106527-42107027,131093.0
4119,MEOX2,1,neg,MSRA,-0.92788028029308,chr8-10120624-10121124,66606.0
4120,MEOX2,1,neg,DLGAP2,-0.802557353950575,chr8-611270-611770,-126076.0
4121,MEOX2,1,neg,PAG1,-1.70295022675924,chr8-81008864-81009364,102954.0
4122,MEOX2,1,neg,PAG1,-1.05116113812656,chr8-81254535-81255035,-142717.0
4123,MEOX2,1,neg,RUNX1T1,-0.897207590270061,chr8-92102550-92103050,486.0
4124,MEOX2,1,neg,MSRA,-0.724319115668375,chr8-9896436-9896936,-157582.0
4125,MEOX2,1,neg,KIAA1958,-0.610649880236448,chr9-112330761-112331261,-155836.0
4126,MEOX2,1,neg,FRMD3,-1.26990616994359,chr9-83384118-83384618,154178.0
4127,ALX3,1,neg,COL11A1,-1.6978664890065,chr1-103181213-103181713,-72967.0
4128,ALX3,1,neg,DAB1,-0.900891663390831,chr1-58545258-58545758,1226.0
4129,ALX3,1,neg,DAB1,-1.50222778951467,chr1-58709736-58710236,-163252.0
4130,ALX3,1,neg,MIR137HG,-1.20097889929831,chr1-98176887-98177387,-127274.0
4131,ALX3,1,neg,CUX2,-2.54086998776343,chr12-111084089-111084589,50315.0
4132,ALX3,1,neg,APOLD1,-0.869172225921006,chr12-12704536-12705036,-21131.0
4133,ALX3,1,neg,APOLD1,-1.87096240992571,chr12-12845237-12845737,119570.0
4134,ALX3,1,neg,ATP2B1,-5.43361015603019,chr12-89873148-89873648,-164098.0
4135,ALX3,1,neg,SYT16,-0.74600704983015,chr14-61630536-61631036,-181188.0
4136,ALX3,1,neg,SYT16,-0.850355437434477,chr14-61894377-61894877,82653.0
4137,ALX3,1,neg,SLCO3A1,-0.931942389787764,chr15-92028616-92029116,175171.0
4138,ALX3,1,neg,ZNF423,-0.948980704145658,chr16-50025428-50025928,-167759.0
4139,ALX3,1,neg,CDH13,-2.17147823236754,chr16-82643900-82644400,17347.0
4140,ALX3,1,neg,CDH13,-1.16657124549508,chr16-82769104-82769604,142551.0
4141,ALX3,1,neg,CCBE1,-1.59823538830292,chr18-59760669-59761169,-63539.0
4142,ALX3,1,neg,GPR39,-0.979336645190909,chr2-132478640-132479140,62316.0
4143,ALX3,1,neg,DSCAM,-1.30914505166517,chr21-40715482-40715982,131407.0
4144,ALX3,1,neg,MPPED1,-1.87806543192065,chr22-43548893-43549393,137947.0
4145,ALX3,1,neg,CHL1,-1.05858729643574,chr3-157906-158406,-38440.0
4146,ALX3,1,neg,PRSS12,-1.82543272445839,chr4-118347021-118347521,5732.0
4147,ALX3,1,neg,GAB1,-1.17479033380818,chr4-143187477-143187977,-149035.0
4148,ALX3,1,neg,TENM2,-1.01874058866858,chr5-167089163-167089663,-195386.0
4149,ALX3,1,neg,ITGB8,-1.08219104490336,chr7-20372892-20373392,42440.0
4150,ALX3,1,neg,ITGB8,-0.895815787275159,chr7-20525873-20526373,195421.0
4151,ALX3,1,neg,MSRA,-0.92788028029308,chr8-10120624-10121124,66606.0
4152,ALX3,1,neg,SYBU,-1.8195788958439,chr8-109575831-109576331,115710.0
4153,ALX3,1,neg,C8orf34,-2.4464117033154,chr8-68195749-68196249,-134723.0
4154,ALX3,1,neg,PAG1,-1.70295022675924,chr8-81008864-81009364,102954.0
4155,ALX3,1,neg,MSRA,-0.724319115668375,chr8-9896436-9896936,-157582.0
4156,HOXB2,1,neg,COL11A1,-1.6978664890065,chr1-103181213-103181713,-72967.0
4157,HOXB2,1,neg,COL11A1,-0.833080739476941,chr1-103284047-103284547,-175801.0
4158,HOXB2,1,neg,DAB1,-0.900891663390831,chr1-58545258-58545758,1226.0
4159,HOXB2,1,neg,DAB1,-1.50222778951467,chr1-58709736-58710236,-163252.0
4160,HOXB2,1,neg,MIR137HG,-1.20097889929831,chr1-98176887-98177387,-127274.0
4161,HOXB2,1,neg,GAS2L3,-0.943015020838891,chr12-100656774-100657274,83341.0
4162,HOXB2,1,neg,CRADD,-1.20808588251499,chr12-93765936-93766436,88811.0
4163,HOXB2,1,neg,SYT16,-0.850355437434477,chr14-61894377-61894877,82653.0
4164,HOXB2,1,neg,ABCA3,-3.66278555885535,chr16-2443414-2443914,-102918.0
4165,HOXB2,1,neg,MYO1D,-1.58945768937143,chr17-32715236-32715736,161691.0
4166,HOXB2,1,neg,CCBE1,-1.59823538830292,chr18-59760669-59761169,-63539.0
4167,HOXB2,1,neg,RTN2,-3.11000330250934,chr19-45551374-45551874,-54563.0
4168,HOXB2,1,neg,SCN2A,-2.35119262571693,chr2-165067152-165067652,-127591.0
4169,HOXB2,1,neg,DTNB,-1.22269040406949,chr2-25684825-25685325,-11428.0
4170,HOXB2,1,neg,MPPED1,-1.87806543192065,chr22-43548893-43549393,137947.0
4171,HOXB2,1,neg,ITPR1,-1.27112565382907,chr3-4416901-4417401,-76197.0
4172,HOXB2,1,neg,PAM,-0.776004373633811,chr5-102623586-102624086,-130145.0
4173,HOXB2,1,neg,COMMD10,-0.777984364161912,chr5-115906472-115906972,-178269.0
4174,HOXB2,1,neg,CHSY3,-0.932114258577916,chr5-129969319-129969819,65097.0
4175,HOXB2,1,neg,TENM2,-1.01874058866858,chr5-167089163-167089663,-195386.0
4176,HOXB2,1,neg,ITGB8,-1.3883265618363,chr7-20227982-20228482,-102470.0
4177,HOXB2,1,neg,GLI3,-1.10462070191504,chr7-42106527-42107027,131093.0
4178,HOXB2,1,neg,DYNC1I1,-0.950554836322383,chr7-95723549-95724049,-48707.0
4179,HOXB2,1,neg,MSRA,-0.92788028029308,chr8-10120624-10121124,66606.0
4180,HOXB2,1,neg,C8orf34,-2.4464117033154,chr8-68195749-68196249,-134723.0
4181,HOXB2,1,neg,C8orf34,-2.60372924663573,chr8-68245733-68246233,-84739.0
4182,HOXB2,1,neg,PAG1,-1.70295022675924,chr8-81008864-81009364,102954.0
4183,HOXB2,1,neg,RUNX1T1,-0.897207590270061,chr8-92102550-92103050,486.0
4184,HOXB2,1,neg,MSRA,-0.724319115668375,chr8-9896436-9896936,-157582.0
4185,HOXB2,1,neg,KIAA1958,-0.610649880236448,chr9-112330761-112331261,-155836.0
4186,HIC2,1,neg,RGS7,-1.41012171538617,chr1-241447152-241447652,-90172.0
4187,HIC2,1,neg,DAB1,-1.37822882883962,chr1-58710269-58710769,-163785.0
4188,HIC2,1,neg,AC099792.1,-0.977068800800745,chr1-61052869-61053369,-185121.0
4189,HIC2,1,neg,MIR137HG,-1.66512133367332,chr1-97903598-97904098,146015.0
4190,HIC2,1,neg,PLCE1,-1.5556349654815,chr10-94035978-94036478,5416.0
4191,HIC2,1,neg,GUCY1A2,-2.3025459841199,chr11-106967373-106967873,50901.0
4192,HIC2,1,neg,GUCY1A2,-2.31337186732924,chr11-107102956-107103456,-84682.0
4193,HIC2,1,neg,SOX6,-1.77036282447819,chr11-16780088-16780588,-40747.0
4194,HIC2,1,neg,CUX2,-1.99551310375947,chr12-110962730-110963230,-71044.0
4195,HIC2,1,neg,CUX2,-1.34390889641384,chr12-111038031-111038531,4257.0
4196,HIC2,1,neg,CUX2,-2.54086998776343,chr12-111084089-111084589,50315.0
4197,HIC2,1,neg,CUX2,-1.4262385708906,chr12-111187631-111188131,153857.0
4198,HIC2,1,neg,GRIP1,-0.792400240988162,chr12-66612713-66613213,191223.0
