TF_motif,time,direction,gene,score,peak,distance
FOSL2::JUND,6,pos,IQCJ-SCHIP1,0.843459138,chr3-159144759-159145259,182774
FOSL2::JUND,6,pos,MCTP1,0.699260531,chr5-95281044-95281544,3281
FOSL2::JUND,6,pos,PTK7,0.750513256,chr6-42929752-42930252,-146266
FOSL2::JUND,6,pos,CREB5,2.15537874,chr7-28301305-28301805,2234
FOSL2::JUND,6,pos,GLI3,1.378216858,chr7-42078237-42078737,159383
FLI1,6,pos,CNTN1,0.909298706,chr12-40616468-40616968,-75724
FLI1,6,pos,CNTN1,0.98001243,chr12-40692144-40692644,-48
FLI1,6,pos,SMOC1,1.163166563,chr14-69818639-69819139,-35242
FLI1,6,pos,FLRT2,0.860451412,chr14-85583165-85583665,53271
FLI1,6,pos,R3HDM1,0.793435855,chr2-135585513-135586013,54308
FLI1,6,pos,CAMK2D,0.711699643,chr4-113834206-113834706,-72529
FLI1,6,pos,MSRA,0.545486332,chr8-9899628-9900128,-154390
ERG,6,pos,CNTN1,0.909298706,chr12-40616468-40616968,-75724
ERG,6,pos,CNTN1,0.98001243,chr12-40692144-40692644,-48
ERG,6,pos,SMOC1,1.163166563,chr14-69818639-69819139,-35242
ERG,6,pos,FLRT2,0.860451412,chr14-85583165-85583665,53271
ERG,6,pos,R3HDM1,0.793435855,chr2-135585513-135586013,54308
ERG,6,pos,CAMK2D,0.711699643,chr4-113834206-113834706,-72529
ERG,6,pos,MSRA,0.545486332,chr8-9899628-9900128,-154390
JDP2,6,pos,GRAMD1B,1.370845575,chr11-123217844-123218344,-140334
JDP2,6,pos,CRADD,1.096743236,chr12-93785283-93785783,108158
JDP2,6,pos,TRIM9,1.093231242,chr14-51005147-51005647,90664
JDP2,6,pos,IQCJ-SCHIP1,0.843459138,chr3-159144759-159145259,182774
JDP2,6,pos,MCTP1,0.699260531,chr5-95281044-95281544,3281
JDP2,6,pos,PTK7,0.750513256,chr6-42929752-42930252,-146266
JDP2,6,pos,GLI3,1.378216858,chr7-42078237-42078737,159383
HSF4,6,pos,GRAMD1B,0.765736914,chr11-123214416-123214916,-143762
HSF4,6,pos,GRAMD1B,1.370845575,chr11-123217844-123218344,-140334
HSF4,6,pos,TMTC2,0.818515364,chr12-82565865-82566365,-120765
HSF4,6,pos,CRADD,1.096743236,chr12-93785283-93785783,108158
HSF4,6,pos,MYO16,1.178247323,chr13-108438842-108439342,-157060
HSF4,6,pos,RTN2,2.078755412,chr19-45451827-45452327,44984
HSF4,6,pos,DSCAM,0.699649562,chr21-40845165-40845665,1724
HSF4,6,pos,ST6GAL1,2.429708989,chr3-187045079-187045579,114844
HSF4,6,pos,PAG1,0.781897345,chr8-81289425-81289925,-177607
HSF4,6,pos,FRMD3,0.78400035,chr9-83708048-83708548,-169752
ETV1,6,pos,CNTN1,0.909298706,chr12-40616468-40616968,-75724
ETV1,6,pos,CNTN1,0.98001243,chr12-40692144-40692644,-48
ETV1,6,pos,PLXNC1,0.968343834,chr12-94102148-94102648,-46325
ETV1,6,pos,FLRT2,0.860451412,chr14-85583165-85583665,53271
ETV1,6,pos,MSRA,0.545486332,chr8-9899628-9900128,-154390
FOSL1::JUND,6,pos,GRAMD1B,1.370845575,chr11-123217844-123218344,-140334
FOSL1::JUND,6,pos,CRADD,1.096743236,chr12-93785283-93785783,108158
FOSL1::JUND,6,pos,TRIM9,1.116856422,chr14-50954807-50955307,141004
FOSL1::JUND,6,pos,TRIM9,1.093231242,chr14-51005147-51005647,90664
FOSL1::JUND,6,pos,IQCJ-SCHIP1,0.843459138,chr3-159144759-159145259,182774
FOSL1::JUND,6,pos,MCTP1,0.699260531,chr5-95281044-95281544,3281
FOSL1::JUND,6,pos,PTK7,0.750513256,chr6-42929752-42930252,-146266
FOSL1::JUND,6,pos,GLI3,1.378216858,chr7-42078237-42078737,159383
HOXD12,6,pos,AC099792.1,0.95446866,chr1-60867741-60868241,7
HOXD12,6,pos,ST6GAL1,2.429708989,chr3-187045079-187045579,114844
HOXD12,6,pos,FAM19A1,0.793510062,chr3-68007906-68008406,3940
HOXD12,6,pos,CAMK2D,0.711699643,chr4-113834206-113834706,-72529
HOXD12,6,pos,GLI3,1.071157133,chr7-42081234-42081734,156386
MYF6,6,pos,DAB1,0.577252532,chr1-58739785-58740285,-193301
MYF6,6,pos,CUX2,0.943686275,chr12-111180876-111181376,147102
MYF6,6,pos,TMEM132B,1.741437775,chr12-125172936-125173436,-13650
MYF6,6,pos,TRIM9,0.942804552,chr14-51140887-51141387,-45076
MYF6,6,pos,SMOC1,1.163166563,chr14-69818639-69819139,-35242
MYF6,6,pos,ABCG1,1.066867262,chr21-42117362-42117862,-82077
MYF6,6,pos,GLI3,0.968314835,chr7-42049809-42050309,187811
MYF6,6,pos,TRPS1,1.412065526,chr8-115775732-115776232,33691
MYF6,6,pos,KIAA1958,2.108136101,chr9-112361481-112361981,-125116
FOSL1::JUNB,6,pos,GRAMD1B,1.370845575,chr11-123217844-123218344,-140334
FOSL1::JUNB,6,pos,CRADD,1.096743236,chr12-93785283-93785783,108158
FOSL1::JUNB,6,pos,TRIM9,1.093231242,chr14-51005147-51005647,90664
FOSL1::JUNB,6,pos,IQCJ-SCHIP1,0.843459138,chr3-159144759-159145259,182774
FOSL1::JUNB,6,pos,MCTP1,0.699260531,chr5-95281044-95281544,3281
FOSL1::JUNB,6,pos,PTK7,0.750513256,chr6-42929752-42930252,-146266
FOSL1::JUNB,6,pos,CREB5,2.15537874,chr7-28301305-28301805,2234
ETV6,6,pos,CNTN1,0.731720874,chr12-40515433-40515933,-176759
ETV6,6,pos,CNTN1,0.909298706,chr12-40616468-40616968,-75724
ETV6,6,pos,CNTN1,0.98001243,chr12-40692144-40692644,-48
ETV6,6,pos,TRIM9,1.093231242,chr14-51005147-51005647,90664
ETV6,6,pos,MYO1D,1.304731763,chr17-32943212-32943712,-66285
ETV6,6,pos,R3HDM1,0.793435855,chr2-135585513-135586013,54308
ETV6,6,pos,ST6GAL1,2.429708989,chr3-187045079-187045579,114844
ETV6,6,pos,CHD7,1.063689237,chr8-60652059-60652559,-26469
ETV6,6,pos,PAG1,1.237738227,chr8-81021881-81022381,89937
ETV6,6,pos,PAG1,0.781897345,chr8-81289425-81289925,-177607
ETS1,6,pos,CNTN1,0.909298706,chr12-40616468-40616968,-75724
ETS1,6,pos,CNTN1,0.98001243,chr12-40692144-40692644,-48
ETS1,6,pos,SMOC1,1.163166563,chr14-69818639-69819139,-35242
ETS1,6,pos,FLRT2,0.860451412,chr14-85583165-85583665,53271
ETS1,6,pos,R3HDM1,0.793435855,chr2-135585513-135586013,54308
ETS1,6,pos,CAMK2D,0.711699643,chr4-113834206-113834706,-72529
ETS1,6,pos,MSRA,0.545486332,chr8-9899628-9900128,-154390
TFAP2A(var.2),6,pos,SIPA1L2,1.749245551,chr1-232629335-232629835,-68027
TFAP2A(var.2),6,pos,GAS2L3,1.261070488,chr12-100741050-100741550,167617
TFAP2A(var.2),6,pos,TMEM132B,1.741437775,chr12-125172936-125173436,-13650
TFAP2A(var.2),6,pos,MYO16,1.178247323,chr13-108438842-108439342,-157060
TFAP2A(var.2),6,pos,FLRT2,0.860451412,chr14-85583165-85583665,53271
TFAP2A(var.2),6,pos,FRMD5,1.288623175,chr15-44289077-44289577,-94075
TFAP2A(var.2),6,pos,CDH13,1.013288467,chr16-82627211-82627711,658
TFAP2A(var.2),6,pos,RBFOX3,1.262311943,chr17-79404080-79404580,111818
TFAP2A(var.2),6,pos,RTN2,2.064626411,chr19-45496910-45497410,-99
TFAP2A(var.2),6,pos,DSCAM,1.385531042,chr21-40676847-40677347,170042
TFAP2A(var.2),6,pos,FAM19A1,0.793510062,chr3-68007906-68008406,3940
TFAP2A(var.2),6,pos,EPB41L4A,1.414030092,chr5-112419263-112419763,-197
TFAP2A(var.2),6,pos,SLC1A3,0.772850946,chr5-36613555-36614055,7450
TFAP2A(var.2),6,pos,PTK7,0.954714359,chr6-42929177-42929677,-146841
TFAP2A(var.2),6,pos,ITGB8,1.039153999,chr7-20329622-20330122,-830
TFAP2A(var.2),6,pos,ZHX2,0.870252226,chr8-122830780-122831280,49636
TFAP2A(var.2),6,pos,CHD7,1.063689237,chr8-60652059-60652559,-26469
TFAP2A(var.2),6,pos,CHD7,1.114428069,chr8-60713854-60714354,35326
TFAP2A(var.2),6,pos,PAG1,0.591175226,chr8-80975350-80975850,136468
ESR1,6,pos,NELL2,1.04659128,chr12-45035810-45036310,-114212
ESR1,6,pos,TMTC2,0.579195997,chr12-82873918-82874418,187288
ESR1,6,pos,TRIM9,1.093231242,chr14-51005147-51005647,90664
ESR1,6,pos,FRMD5,1.288623175,chr15-44289077-44289577,-94075
ESR1,6,pos,CDH13,1.013288467,chr16-82627211-82627711,658
ESR1,6,pos,MAML3,1.341794926,chr4-140047155-140047655,106779
ESR1,6,pos,ITGB8,1.039153999,chr7-20329622-20330122,-830
ESR1,6,pos,PAG1,0.781897345,chr8-81289425-81289925,-177607
ESR1,6,pos,FRMD3,0.78400035,chr9-83708048-83708548,-169752
EGR4,7,pos,DAB1,0.871615587,chr1-58546519-58547019,-35
EGR4,7,pos,PLCE1,1.903293676,chr10-93872653-93873153,-157909
EGR4,7,pos,GRAMD1B,1.025346635,chr11-123244299-123244799,-113879
EGR4,7,pos,FLRT2,0.624484128,chr14-85529167-85529667,-727
EGR4,7,pos,CACNA1A,1.078487436,chr19-13774686-13775186,-141911
EGR4,7,pos,CACNA1A,0.891165788,chr19-13794939-13795439,-162164
EGR4,7,pos,CACNA1A,0.930266698,chr19-13817916-13818416,-185141
EGR4,7,pos,PHF21B,1.370076695,chr22-44892787-44893287,116962
EGR4,7,pos,PHF21B,0.755720272,chr22-45006191-45006691,3558
EGR4,7,pos,PRSS12,0.633609123,chr4-118347021-118347521,5732
EGR4,7,pos,HSPA1B,1.308033673,chr6-31815666-31816166,-11819
EGR4,7,pos,KIAA1958,1.330037314,chr9-112380268-112380768,-106329
TFDP1,7,pos,DAB1,0.871615587,chr1-58546519-58547019,-35
TFDP1,7,pos,APOLD1,0.943253867,chr12-12788708-12789208,63041
TFDP1,7,pos,CACNA1A,0.891165788,chr19-13794939-13795439,-162164
TFDP1,7,pos,CACNA1A,0.930266698,chr19-13817916-13818416,-185141
TFDP1,7,pos,GPR39,1.054493641,chr2-132353057-132353557,-63267
TFDP1,7,pos,PAM,0.973352473,chr5-102759212-102759712,5481
TFDP1,7,pos,EPB41L4A,1.51316705,chr5-112273744-112274244,145322
TFDP1,7,pos,COMMD10,0.939834285,chr5-116085143-116085643,402
TFDP1,7,pos,SGK1,1.113905434,chr6-134176268-134176768,141594
TFDP1,7,pos,MSRA,0.696405012,chr8-10054473-10054973,455
TFDP1,7,pos,RUNX1T1,0.688878418,chr8-92138293-92138793,-35257
TFDP1,7,pos,KIAA1958,0.823623504,chr9-112487157-112487657,560
SRY,7,pos,APOLD1,0.943253867,chr12-12788708-12789208,63041
SRY,7,pos,ATP2B1,2.328216404,chr12-89824740-89825240,-115690
SRY,7,pos,PRSS12,0.537871718,chr4-118247433-118247933,105320
SRY,7,pos,PRSS12,0.633609123,chr4-118347021-118347521,5732
SRY,7,pos,PAM,0.973352473,chr5-102759212-102759712,5481
SRY,7,pos,RAB3C,1.860232164,chr5-58410358-58410858,-171613
BCL6B,7,pos,LUZP1,1.956383723,chr1-23018616-23019116,158942
BCL6B,7,pos,SIPA1L2,1.331331779,chr1-232542896-232543396,18412
BCL6B,7,pos,PLCE1,0.798480154,chr10-94053492-94053992,22930
BCL6B,7,pos,FLRT2,1.188746086,chr14-85402482-85402982,-127412
BCL6B,7,pos,FLRT2,0.682003677,chr14-85483081-85483581,-46813
BCL6B,7,pos,SGK1,1.113905434,chr6-134176268-134176768,141594
BCL6B,7,pos,PTK7,1.222944253,chr6-43172007-43172507,95989
BCL6B,7,pos,CHD7,0.724201379,chr8-60646334-60646834,-32194
NFE2,7,pos,SIPA1L2,0.531993457,chr1-232506966-232507466,54342
NFE2,7,pos,PHF21B,0.755720272,chr22-45006191-45006691,3558
NFE2,7,pos,HEG1,1.389183131,chr3-125003513-125004013,52195
NFE2,7,pos,PRSS12,0.633609123,chr4-118347021-118347521,5732
NFE2,7,pos,EPB41L4A,1.51316705,chr5-112273744-112274244,145322
NFE2,7,pos,CREB5,2.066767565,chr7-28114741-28115241,-184330
SIX2,7,pos,GRAMD1B,1.025346635,chr11-123244299-123244799,-113879
SIX2,7,pos,FLRT2,0.682003677,chr14-85483081-85483581,-46813
SIX2,7,pos,CA12,0.927384363,chr15-63188632-63189132,193279
SIX2,7,pos,BBX,1.21949518,chr3-107383116-107383616,-139570
SIX2,7,pos,RAB3C,1.860232164,chr5-58410358-58410858,-171613
SIX2,7,pos,SYBU,0.831815788,chr8-109657408-109657908,34133
SIX2,7,pos,ZHX2,1.220937722,chr8-122647480-122647980,-133664
SIX2,7,pos,CHD7,0.724201379,chr8-60646334-60646834,-32194
PBX1,8,pos,GRIA4,0.838145369,chr11-105537412-105537912,-72332
PBX1,8,pos,APOLD1,0.650727418,chr12-12655770-12656270,-69897
PBX1,8,pos,APOLD1,1.688902316,chr12-12916183-12916683,190516
PBX1,8,pos,DOCK9,0.887059801,chr13-99020926-99021426,65449
PBX1,8,pos,DOCK9,0.734215498,chr13-99022802-99023302,63573
PBX1,8,pos,DOCK9,0.776056231,chr13-99218391-99218891,-132016
PBX1,8,pos,DTNB,1.409018598,chr2-25815406-25815906,-142009
PBX1,8,pos,PLCB4,0.743565749,chr20-8912613-8913113,-155900
PBX1,8,pos,COMMD10,1.950936496,chr5-115905137-115905637,-179604
PBX1,8,pos,FBXL7,2.021573773,chr5-15416214-15416714,-83732
PBX1,8,pos,MCTP1,0.805788767,chr5-95352150-95352650,-67825
PBX1,8,pos,PTK7,0.742905059,chr6-43122892-43123392,46874
PBX1,8,pos,PLXNA4,1.788845964,chr7-132628845-132629345,19593
GCM1,8,pos,MIR137HG,0.644699875,chr1-97920782-97921282,128831
GCM1,8,pos,GRIA4,0.838145369,chr11-105537412-105537912,-72332
GCM1,8,pos,ELMOD1,0.903190165,chr11-107565489-107565989,-25352
GCM1,8,pos,PLCB4,0.737895078,chr20-9100597-9101097,32084
GCM1,8,pos,IQCJ-SCHIP1,0.531967377,chr3-158945853-158946353,-16132
GCM1,8,pos,SEMA6A,1.221040614,chr5-116475183-116475683,99501
GCM1,8,pos,SLC1A3,1.2296313,chr5-36519856-36520356,-86249
GCM1,8,pos,SLC1A3,0.93718927,chr5-36522082-36522582,-84023
GCM1,8,pos,PTK7,1.096863723,chr6-43127797-43128297,51779
GCM1,8,pos,PLXNA4,1.788845964,chr7-132628845-132629345,19593
GCM1,8,pos,HSPB1,2.570377432,chr7-76304188-76304688,1894
GCM1,8,pos,RUNX1T1,0.556851076,chr8-91934640-91935140,168396
GCM1,8,pos,GABBR2,0.955317533,chr9-98796334-98796834,-87387
CEBPA,8,pos,MIR137HG,1.337705843,chr1-98100310-98100810,-50697
CEBPA,8,pos,CUX2,1.234788979,chr12-111215703-111216203,181929
CEBPA,8,pos,APOLD1,1.3827952,chr12-12560972-12561472,-164695
CEBPA,8,pos,FRY,0.572600566,chr13-31887209-31887709,-143841
CEBPA,8,pos,AC007495.1,1.916823551,chr16-56237602-56238102,-46758
CEBPA,8,pos,DTNB,0.769857133,chr2-25681925-25682425,-8528
CEBPA,8,pos,PRSS12,1.175936931,chr4-118247433-118247933,105320
CEBPA,8,pos,GRID2,0.754968152,chr4-92234267-92234767,-69105
CEBPA,8,pos,EPB41L4A,2.018164096,chr5-112257761-112258261,161305
CEBPA,8,pos,COMMD10,1.950936496,chr5-115905137-115905637,-179604
CEBPA,8,pos,PLXNA4,1.158417108,chr7-132783213-132783713,-134775
CEBPA,8,pos,ZHX2,0.64305612,chr8-122639171-122639671,-141973
CEBPA,8,pos,ZHX2,1.318144129,chr8-122671607-122672107,-109537
CEBPA,8,pos,KIAA1456,1.126721927,chr8-12871072-12871572,-74320
CEBPA,8,pos,CHD7,1.057808936,chr8-60785978-60786478,107450
CEBPA,8,pos,RUNX1T1,0.593395231,chr8-92077169-92077669,25867
GATA1::TAL1,8,pos,MIR137HG,0.909219667,chr1-98024749-98025249,24864
GATA1::TAL1,8,pos,CUX2,1.206745584,chr12-111181556-111182056,147782
GATA1::TAL1,8,pos,DOCK9,0.755573821,chr13-98999504-99000004,86871
GATA1::TAL1,8,pos,DOCK9,0.768122111,chr13-99254653-99255153,-168278
GATA1::TAL1,8,pos,FIGN,0.787472278,chr2-163637907-163638407,97855
GATA1::TAL1,8,pos,FAM19A1,0.56833807,chr3-67897673-67898173,-106293
GATA1::TAL1,8,pos,PRSS12,1.175936931,chr4-118247433-118247933,105320
GATA1::TAL1,8,pos,COMMD10,1.950936496,chr5-115905137-115905637,-179604
GATA1::TAL1,8,pos,COMMD10,0.664971132,chr5-116217760-116218260,133019
GATA1::TAL1,8,pos,SEMA6A,1.152846471,chr5-116444559-116445059,130125
GATA1::TAL1,8,pos,SEMA6A,1.072819743,chr5-116626324-116626824,-51640
GATA1::TAL1,8,pos,MCTP1,1.329718835,chr5-95192558-95193058,91767
GATA1::TAL1,8,pos,PLXNA4,1.788845964,chr7-132628845-132629345,19593
GATA1::TAL1,8,pos,EEPD1,1.043942466,chr7-36279121-36279621,126222
JUN,8,pos,CACNB2,0.774793173,chr10-18006232-18006732,-134195
JUN,8,pos,CUX2,1.01840729,chr12-111088355-111088855,54581
JUN,8,pos,CUX2,0.790897869,chr12-111151070-111151570,117296
JUN,8,pos,APOLD1,0.795667119,chr12-12562431-12562931,-163236
JUN,8,pos,APOLD1,1.688902316,chr12-12916183-12916683,190516
JUN,8,pos,DOCK9,0.734215498,chr13-99022802-99023302,63573
JUN,8,pos,DTNB,0.73159205,chr2-25699209-25699709,-25812
JUN,8,pos,COMMD10,1.950936496,chr5-115905137-115905637,-179604
JUN,8,pos,SLC1A3,1.2296313,chr5-36519856-36520356,-86249
JUN,8,pos,SLC1A3,1.378933746,chr5-36745733-36746233,139628
JUN,8,pos,MCTP1,0.960960545,chr5-95261347-95261847,22978
JUN,8,pos,ITGB8,1.207818605,chr7-20140707-20141207,-189745
JUN,8,pos,ZHX2,0.64305612,chr8-122639171-122639671,-141973
JUN,8,pos,RUNX1T1,0.758372848,chr8-91956078-91956578,146958
JUN,8,pos,RUNX1T1,0.593395231,chr8-92077169-92077669,25867
FOXI1,8,pos,GRIA4,0.838145369,chr11-105537412-105537912,-72332
FOXI1,8,pos,DOCK9,0.755573821,chr13-98919295-98919795,167080
FOXI1,8,pos,DOCK9,0.755573821,chr13-98962532-98963032,123843
FOXI1,8,pos,SMOC1,2.066598051,chr14-69767564-69768064,-86317
FOXI1,8,pos,RBFOX3,1.847448339,chr17-79618433-79618933,-102535
FOXI1,8,pos,PTPRM,1.037965813,chr18-7461044-7461544,-105488
FOXI1,8,pos,PTPRM,0.76034151,chr18-7632650-7633150,66118
FOXI1,8,pos,FIGN,0.787472278,chr2-163637907-163638407,97855
FOXI1,8,pos,DTNB,1.579306375,chr2-25586739-25587239,86658
FOXI1,8,pos,PLCB4,0.662111997,chr20-8937572-8938072,-130941
FOXI1,8,pos,FAM19A1,0.59303651,chr3-68187509-68188009,183543
FOXI1,8,pos,LIMCH1,1.755535816,chr4-41442460-41442960,83103
FOXI1,8,pos,GRID2,0.754968152,chr4-92234267-92234767,-69105
FOXI1,8,pos,SEMA6A,1.152846471,chr5-116444559-116445059,130125
FOXI1,8,pos,SLC1A3,1.378933746,chr5-36745733-36746233,139628
FOXI1,8,pos,MCTP1,1.511991826,chr5-95347591-95348091,-63266
FOXI1,8,pos,PTK7,1.03775287,chr6-42879632-42880132,-196386
FOXI1,8,pos,PTK7,0.631847561,chr6-43123460-43123960,47442
FOXI1,8,pos,PLXNA4,1.158417108,chr7-132783213-132783713,-134775
FOXI1,8,pos,ZHX2,0.995419439,chr8-122672217-122672717,-108927
FOXI1,8,pos,RUNX1T1,0.50453497,chr8-91905324-91905824,197712
FOXD2,8,pos,GRIA4,0.838145369,chr11-105537412-105537912,-72332
FOXD2,8,pos,DOCK9,0.755573821,chr13-98919295-98919795,167080
FOXD2,8,pos,DOCK9,0.755573821,chr13-98962532-98963032,123843
FOXD2,8,pos,SMOC1,2.066598051,chr14-69767564-69768064,-86317
FOXD2,8,pos,RBFOX3,1.847448339,chr17-79618433-79618933,-102535
FOXD2,8,pos,PTPRM,1.037965813,chr18-7461044-7461544,-105488
FOXD2,8,pos,PTPRM,0.76034151,chr18-7632650-7633150,66118
FOXD2,8,pos,FIGN,0.787472278,chr2-163637907-163638407,97855
FOXD2,8,pos,DTNB,1.579306375,chr2-25586739-25587239,86658
FOXD2,8,pos,PLCB4,0.662111997,chr20-8937572-8938072,-130941
FOXD2,8,pos,FAM19A1,0.59303651,chr3-68187509-68188009,183543
FOXD2,8,pos,LIMCH1,1.755535816,chr4-41442460-41442960,83103
FOXD2,8,pos,GRID2,0.754968152,chr4-92234267-92234767,-69105
FOXD2,8,pos,SEMA6A,1.152846471,chr5-116444559-116445059,130125
FOXD2,8,pos,SLC1A3,1.378933746,chr5-36745733-36746233,139628
FOXD2,8,pos,MCTP1,1.511991826,chr5-95347591-95348091,-63266
FOXD2,8,pos,PTK7,1.03775287,chr6-42879632-42880132,-196386
FOXD2,8,pos,PTK7,0.631847561,chr6-43123460-43123960,47442
FOXD2,8,pos,PLXNA4,1.158417108,chr7-132783213-132783713,-134775
FOXD2,8,pos,ZHX2,0.995419439,chr8-122672217-122672717,-108927
FOXD2,8,pos,RUNX1T1,0.50453497,chr8-91905324-91905824,197712
FOXO4,8,pos,GRIA4,0.838145369,chr11-105537412-105537912,-72332
FOXO4,8,pos,DOCK9,0.755573821,chr13-98919295-98919795,167080
FOXO4,8,pos,DOCK9,0.755573821,chr13-98962532-98963032,123843
FOXO4,8,pos,SMOC1,2.066598051,chr14-69767564-69768064,-86317
FOXO4,8,pos,RBFOX3,1.847448339,chr17-79618433-79618933,-102535
FOXO4,8,pos,PTPRM,1.037965813,chr18-7461044-7461544,-105488
FOXO4,8,pos,PTPRM,0.76034151,chr18-7632650-7633150,66118
FOXO4,8,pos,FIGN,0.787472278,chr2-163637907-163638407,97855
FOXO4,8,pos,DTNB,1.579306375,chr2-25586739-25587239,86658
FOXO4,8,pos,PLCB4,0.662111997,chr20-8937572-8938072,-130941
FOXO4,8,pos,FAM19A1,0.59303651,chr3-68187509-68188009,183543
FOXO4,8,pos,LIMCH1,1.755535816,chr4-41442460-41442960,83103
FOXO4,8,pos,GRID2,0.754968152,chr4-92234267-92234767,-69105
FOXO4,8,pos,SEMA6A,1.152846471,chr5-116444559-116445059,130125
FOXO4,8,pos,SLC1A3,1.378933746,chr5-36745733-36746233,139628
FOXO4,8,pos,MCTP1,1.511991826,chr5-95347591-95348091,-63266
FOXO4,8,pos,PTK7,1.03775287,chr6-42879632-42880132,-196386
FOXO4,8,pos,PTK7,0.631847561,chr6-43123460-43123960,47442
FOXO4,8,pos,PLXNA4,1.158417108,chr7-132783213-132783713,-134775
FOXO4,8,pos,ZHX2,0.995419439,chr8-122672217-122672717,-108927
FOXO4,8,pos,RUNX1T1,0.50453497,chr8-91905324-91905824,197712
FOXO6,8,pos,GRIA4,0.838145369,chr11-105537412-105537912,-72332
FOXO6,8,pos,DOCK9,0.755573821,chr13-98919295-98919795,167080
FOXO6,8,pos,DOCK9,0.755573821,chr13-98962532-98963032,123843
FOXO6,8,pos,SMOC1,2.066598051,chr14-69767564-69768064,-86317
FOXO6,8,pos,RBFOX3,1.847448339,chr17-79618433-79618933,-102535
FOXO6,8,pos,PTPRM,1.037965813,chr18-7461044-7461544,-105488
FOXO6,8,pos,PTPRM,0.76034151,chr18-7632650-7633150,66118
FOXO6,8,pos,FIGN,0.787472278,chr2-163637907-163638407,97855
FOXO6,8,pos,DTNB,1.579306375,chr2-25586739-25587239,86658
FOXO6,8,pos,PLCB4,0.662111997,chr20-8937572-8938072,-130941
FOXO6,8,pos,FAM19A1,0.59303651,chr3-68187509-68188009,183543
FOXO6,8,pos,LIMCH1,1.755535816,chr4-41442460-41442960,83103
FOXO6,8,pos,GRID2,0.754968152,chr4-92234267-92234767,-69105
FOXO6,8,pos,SEMA6A,1.152846471,chr5-116444559-116445059,130125
FOXO6,8,pos,SLC1A3,1.378933746,chr5-36745733-36746233,139628
FOXO6,8,pos,MCTP1,1.511991826,chr5-95347591-95348091,-63266
FOXO6,8,pos,PTK7,1.03775287,chr6-42879632-42880132,-196386
FOXO6,8,pos,PTK7,0.631847561,chr6-43123460-43123960,47442
FOXO6,8,pos,PLXNA4,1.158417108,chr7-132783213-132783713,-134775
FOXO6,8,pos,ZHX2,0.995419439,chr8-122672217-122672717,-108927
FOXO6,8,pos,RUNX1T1,0.50453497,chr8-91905324-91905824,197712
FOXP3,8,pos,GRIA4,0.838145369,chr11-105537412-105537912,-72332
FOXP3,8,pos,DOCK9,0.755573821,chr13-98919295-98919795,167080
FOXP3,8,pos,DOCK9,0.755573821,chr13-98962532-98963032,123843
FOXP3,8,pos,SMOC1,2.066598051,chr14-69767564-69768064,-86317
FOXP3,8,pos,RBFOX3,1.847448339,chr17-79618433-79618933,-102535
FOXP3,8,pos,PTPRM,1.037965813,chr18-7461044-7461544,-105488
FOXP3,8,pos,PTPRM,0.76034151,chr18-7632650-7633150,66118
FOXP3,8,pos,FIGN,0.787472278,chr2-163637907-163638407,97855
FOXP3,8,pos,DTNB,1.579306375,chr2-25586739-25587239,86658
FOXP3,8,pos,PLCB4,0.662111997,chr20-8937572-8938072,-130941
FOXP3,8,pos,FAM19A1,0.59303651,chr3-68187509-68188009,183543
FOXP3,8,pos,LIMCH1,1.755535816,chr4-41442460-41442960,83103
FOXP3,8,pos,GRID2,0.754968152,chr4-92234267-92234767,-69105
FOXP3,8,pos,SEMA6A,1.152846471,chr5-116444559-116445059,130125
FOXP3,8,pos,SLC1A3,1.378933746,chr5-36745733-36746233,139628
FOXP3,8,pos,MCTP1,1.511991826,chr5-95347591-95348091,-63266
FOXP3,8,pos,PTK7,1.03775287,chr6-42879632-42880132,-196386
FOXP3,8,pos,PTK7,0.631847561,chr6-43123460-43123960,47442
FOXP3,8,pos,PLXNA4,1.158417108,chr7-132783213-132783713,-134775
FOXP3,8,pos,ZHX2,0.995419439,chr8-122672217-122672717,-108927
FOXP3,8,pos,RUNX1T1,0.50453497,chr8-91905324-91905824,197712
SREBF2,8,pos,SRM,1.162100399,chr1-10962395-10962895,97379
SREBF2,8,pos,RGS7,0.621360533,chr1-241171873-241172373,185107
SREBF2,8,pos,APOLD1,0.650727418,chr12-12655770-12656270,-69897
SREBF2,8,pos,DOCK9,0.755573821,chr13-98919295-98919795,167080
SREBF2,8,pos,DOCK9,0.840926255,chr13-98959749-98960249,126626
SREBF2,8,pos,PTPRM,0.76034151,chr18-7632650-7633150,66118
SREBF2,8,pos,CACNA1A,0.782392595,chr19-13706204-13706704,-73429
SREBF2,8,pos,PLCB4,0.743565749,chr20-8912613-8913113,-155900
SREBF2,8,pos,PLCB4,0.737895078,chr20-9100597-9101097,32084
SREBF2,8,pos,PLCB4,0.950925614,chr20-9119770-9120270,51257
SREBF2,8,pos,EPB41L4A,2.018164096,chr5-112257761-112258261,161305
SREBF2,8,pos,SEMA6A,1.221040614,chr5-116475183-116475683,99501
SREBF2,8,pos,CREB5,1.229866226,chr7-28297716-28298216,-1355
SREBF2,8,pos,KIAA1456,1.126721927,chr8-12871072-12871572,-74320
SREBF2,8,pos,GABBR2,0.56660779,chr9-98838451-98838951,-129504
FOXP1,8,pos,GRIA4,0.838145369,chr11-105537412-105537912,-72332
FOXP1,8,pos,DOCK9,0.755573821,chr13-98962532-98963032,123843
